feat-count,application,laptop,cpu,gpu,storage,ram,battery,score
5,Bioshock Infinite - Enthusiast,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,38.8
5,Bioshock Infinite - Mainstream,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,64.6
5,Bioshock Infinite - Value,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,69.5
5,Futuremark 3DMark 11,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,4683
5,Futuremark 3DMark Cloud Gate,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,6996
5,Futuremark 3DMark Fire Strike,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,3681
5,Metro: Last Light - Mainstream,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,26.4
5,Metro: Last Light - Value,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,28.1
5,PCMark 7 (2013),MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,2975
5,Tomb Raider - Enthusiast,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,38.3
5,Tomb Raider - Mainstream,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,99.3
5,Tomb Raider - Value,MSI GX60,A10-4600M,HD 7970M Enduro,1TB HDD,8GB,86Wh,106.1
5,Battery Charge Time,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,167
5,Battery Life 2013 - Light,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,827
5,Battery Life 2013 - Light Normalized,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,9.72
5,Battery Life 2016 - Web,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,584
5,Battery Life 2016 - Web - Normalized,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,6.87
5,Battery Life Movie Playback,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,890
5,Battery Life Tesseract,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,6.26
5,Bioshock Infinite - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,98.9
5,Bioshock Infinite - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,163.8
5,Bioshock Infinite - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,192.1
5,Cinebench R11.5 - Multi-Threaded Benchmark,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,6.83
5,Cinebench R11.5 - Single-Threaded Benchmark,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,1.83
5,Cinebench R15 - Single-Threaded Benchmark,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,170
5,Cinebench R15 - Multi-Threaded Benchmark,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,629
5,Civilization VI Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,55.6
5,Civilization VI Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,57.4
5,Civilization VI Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,63.1
5,Display - Black Levels,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,0.24
5,Display - Contrast Ratio,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,1824
5,Display - GMB Accuracy,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,1.29
5,Display - Grayscale Accuracy,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,0.87
5,Display - Max Brightness,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,447.8
5,Display - Saturation Accuracy,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,0.99
5,Display - White Point,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,6456
5,Dota 2 Reborn - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,81.3
5,Dota 2 Reborn - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,86.4
5,Dota 2 Reborn - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,112
5,Dragon Age: Inquisition - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,56.1
5,Dragon Age: Inquisition - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,85
5,Dragon Age: Inquisition - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,96.5
5,Futuremark 3DMark Cloud Gate,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,15031
5,Futuremark 3DMark Fire Strike,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,8808
5,Futuremark 3DMark Sky Diver,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,17843
5,GFXBench 3.0 Manhattan Offscreen 1080p,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,385.8
5,GFXBench 3.0 T-Rex Offscreen 1080p,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,791.4
5,Google Octane 2.0,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,43870
5,GRID Autosport - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,100.3
5,GRID Autosport - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,126.2
5,GRID Autosport - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,153.2
5,Mozilla Kraken 1.1,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,864.2
5,PCMark 10 - Digital Content Creation,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,5076
5,PCMark 10 - Productivity,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,5531
5,PCMark 10 - Overall,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,4167
5,PCMark 8 - Creative,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,6412
5,PCMark 8 - Home,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,3468
5,PCMark 8 - Work,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,4270
5,Rise of the Tomb Raider - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,53.7
5,Rise of the Tomb Raider - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,74.8
5,Rise of the Tomb Raider - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,86.8
5,Shadow of Mordor - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,81.2
5,Shadow of Mordor - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,93.3
5,Shadow of Mordor - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,99
5,Tomb Raider - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,90.9
5,Tomb Raider - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,222.3
5,Tomb Raider - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,309.4
5,WebXPRT 2013,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,2519
5,WebXPRT 2015,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,623
5,WiFi Performance - TCP,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,492.5
5,x264 HD 5.x,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,55.02
5,x264 HD 5.x,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB SSD,16GB,85Wh,11.6
5,Battery Life 2013 - Light,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,221
5,Battery Life 2013 - Light Normalized,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,2.54
5,Bioshock Infinite - Enthusiast,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,58.6
5,Bioshock Infinite - Enthusiast,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,6.3
5,Bioshock Infinite - Mainstream,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,108.1
5,Bioshock Infinite - Mainstream,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,10
5,Bioshock Infinite - Value,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,174.3
5,Bioshock Infinite - Value,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,25.8
5,Cinebench R11.5 - Multi-Threaded Benchmark,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,7.38
5,Cinebench R11.5 - Multi-Threaded Benchmark,Clevo W150HRQ (MYTHLOGIC),Core i7-2720QM,GT 555M DDR3 Optimus,120GB SSD,8GB,62Wh,5.32
5,Cinebench R11.5 - Multi-Threaded Benchmark,ASUS Zenbook UX21,Core i7-2677M,HD 3000,120GB SSD,4GB,35Wh,2.22
5,Cinebench R11.5 - Multi-Threaded Benchmark,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,2.05
5,Cinebench R11.5 - Single-Threaded Benchmark,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,1.72
5,Cinebench R11.5 - Single-Threaded Benchmark,Clevo W150HRQ (MYTHLOGIC),Core i7-2720QM,GT 555M DDR3 Optimus,120GB SSD,8GB,62Wh,1.31
5,Cinebench R11.5 - Single-Threaded Benchmark,ASUS Zenbook UX21,Core i7-2677M,HD 3000,120GB SSD,4GB,35Wh,1.12
5,Cinebench R11.5 - Single-Threaded Benchmark,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,0.7
5,Futuremark 3DMark 11,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,7910
5,Futuremark 3DMark 11,Clevo W150HRQ (MYTHLOGIC),Core i7-2720QM,GT 555M DDR3 Optimus,120GB SSD,8GB,62Wh,1382
5,Futuremark 3DMark 11,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,1138
5,Futuremark 3DMark Cloud Gate,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,18967
5,Futuremark 3DMark Cloud Gate,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,4256
5,Futuremark 3DMark Fire Strike,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,5137
5,Futuremark 3DMark Fire Strike,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,837
5,Metro: Last Light - Mainstream,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,58.9
5,Metro: Last Light - Mainstream,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,8
5,Metro: Last Light - Value,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,109.9
5,Metro: Last Light - Value,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,20.3
5,PCMark 7 (2013),Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,6034
5,PCMark 7 (2013),AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,3325
5,Tomb Raider - Enthusiast,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,43.4
5,Tomb Raider - Enthusiast,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,5.5
5,Tomb Raider - Mainstream,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,132.2
5,Tomb Raider - Mainstream,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,12.7
5,Tomb Raider - Value,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,242.1
5,Tomb Raider - Value,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,30.1
5,x264 HD 5.x,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,67.57
5,x264 HD 5.x,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,20.59
5,x264 HD 5.x,Clevo P177SM (Eurocom X5),Core i7-4930MX,GTX 780M,120GB SSD,32GB,87Wh,13.77
5,x264 HD 5.x,AMD Trinity Prototype,A10-4600M,HD 7660G,120GB SSD,4GB,56Wh,4.32
5,Battery Charge Time,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,134
5,Battery Charge Time,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,161.58
5,Battery Charge Time,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,166
5,Battery Life 2013 - Light,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,921
5,Battery Life 2013 - Light,Apple 13-inch MacBook Air (Mid 2013),Core i5-4250U,HD 5000,128GB SSD,4GB,54Wh,559
5,Battery Life 2013 - Light,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,537
5,Battery Life 2013 - Light,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,481
5,Battery Life 2013 - Light,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,292
5,Battery Life 2013 - Light Normalized,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,17.71
5,Battery Life 2013 - Light Normalized,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,13
5,Battery Life 2013 - Light Normalized,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,10.53
5,Battery Life 2013 - Light Normalized,Apple 13-inch MacBook Air (Mid 2013),Core i5-4250U,HD 5000,128GB SSD,4GB,54Wh,10.35
5,Battery Life 2013 - Light Normalized,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,6.952
5,Bioshock Infinite - Enthusiast,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,3.3
5,Bioshock Infinite - Mainstream,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,7.2
5,Bioshock Infinite - Value,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,23.46
5,Bioshock Infinite - Value,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,14.6
5,Cinebench R11.5 - Multi-Threaded Benchmark,Compal PBL21,Core i7-2630QM,GT 540M Optimus,128GB SSD,8GB,58Wh,5.08
5,Cinebench R11.5 - Multi-Threaded Benchmark,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,2.83
5,Cinebench R11.5 - Multi-Threaded Benchmark,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,2.76
5,Cinebench R11.5 - Multi-Threaded Benchmark,Apple 13-inch MacBook Air (Mid 2013),Core i5-4250U,HD 5000,128GB SSD,4GB,54Wh,2.5
5,Cinebench R11.5 - Multi-Threaded Benchmark,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,2.42
5,Cinebench R11.5 - Multi-Threaded Benchmark,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,2.34
5,Cinebench R11.5 - Multi-Threaded Benchmark,Acer TravelMate 8481T-6873,Core i7-2637M,HD 3000,128GB SSD,4GB,87Wh,2.16
5,Cinebench R11.5 - Multi-Threaded Benchmark,HP Folio 13,Core i5-2467M,HD 3000,128GB SSD,4GB,60Wh,1.94
5,Cinebench R11.5 - Multi-Threaded Benchmark,Toshiba Portege Z830,Core i3-2367M,HD 3000,128GB SSD,4GB,47Wh,1.36
5,Cinebench R11.5 - Single-Threaded Benchmark,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,1.32
5,Cinebench R11.5 - Single-Threaded Benchmark,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,1.28
5,Cinebench R11.5 - Single-Threaded Benchmark,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,1.16
5,Cinebench R11.5 - Single-Threaded Benchmark,Apple 13-inch MacBook Air (Mid 2013),Core i5-4250U,HD 5000,128GB SSD,4GB,54Wh,1.15
5,Cinebench R11.5 - Single-Threaded Benchmark,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,1.08
5,Cinebench R11.5 - Single-Threaded Benchmark,HP Folio 13,Core i5-2467M,HD 3000,128GB SSD,4GB,60Wh,0.88
5,Cinebench R15 - Single-Threaded Benchmark,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,113
5,Cinebench R15 - Single-Threaded Benchmark,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,111
5,Cinebench R15 - Multi-Threaded Benchmark,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,260
5,Cinebench R15 - Multi-Threaded Benchmark,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,251
5,Cinebench R20 - Single-Threaded Benchmark,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,465.67
5,Display - Black Levels,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,0.24
5,Display - Black Levels,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,0.4
5,Display - Black Levels,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,0.48
5,Display - Contrast Ratio,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,1567
5,Display - Contrast Ratio,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,940
5,Display - Contrast Ratio,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,763
5,Display - GMB Accuracy,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,5.08
5,Display - GMB Accuracy,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,5.3085
5,Display - GMB Accuracy,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,5.39
5,Display - Grayscale Accuracy,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,4.35
5,Display - Grayscale Accuracy,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,5.2762
5,Display - Grayscale Accuracy,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,5.78
5,Display - Max Brightness,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,384.9
5,Display - Max Brightness,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,371
5,Display - Max Brightness,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,367.88
5,Display - Saturation Accuracy,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,5.19
5,Display - Saturation Accuracy,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,6.94
5,Display - Saturation Accuracy,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,7.1516
5,Display - White Point,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,7501
5,Display - White Point,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,6779
5,Display - White Point,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,6386
5,Futuremark 3DMark 11,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,1153
5,Futuremark 3DMark 11,Compal PBL21,Core i7-2630QM,GT 540M Optimus,128GB SSD,8GB,58Wh,983
5,Futuremark 3DMark 11,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,917
5,Futuremark 3DMark 11,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,771
5,Futuremark 3DMark 11,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,246
5,Futuremark 3DMark Cloud Gate,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,5081
5,Futuremark 3DMark Cloud Gate,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,4279
5,Futuremark 3DMark Cloud Gate,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,3772
5,Futuremark 3DMark Cloud Gate,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,1920
5,Futuremark 3DMark Fire Strike,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,709
5,Futuremark 3DMark Fire Strike,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,539
5,Futuremark 3DMark Fire Strike,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,407
5,Futuremark 3DMark Fire Strike,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,176
5,Futuremark 3DMark Sky Diver,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,2716
5,Futuremark 3DMark Sky Diver,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,2405
5,GFXBench 3.0 Manhattan Offscreen 1080p,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,38
5,GFXBench 3.0 Manhattan Offscreen 1080p,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,27.1
5,GFXBench 3.0 T-Rex Offscreen 1080p,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,72.6
5,GFXBench 3.0 T-Rex Offscreen 1080p,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,50
5,Google Octane 2.0,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,24242
5,Google Octane 2.0,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,23498
5,Google Octane 2.0,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,17600
5,Metro: Last Light - Mainstream,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,4.5
5,Metro: Last Light - Value,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,15
5,Metro: Last Light - Value,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,9.7
5,Mozilla Kraken 1.1,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,1455.7
5,PCMark 7 (2013),Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,4833
5,PCMark 7 (2013),Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,4716
5,PCMark 7 (2013),Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,4647
5,PCMark 7 (2013),Microsoft Surface Pro,Core i5-3317U,HD4000,128GB SSD,4GB,42Wh,4564
5,PCMark 8 - Creative,Dell XPS 13 (9343) FHD,Core i5-5200U,,128GB SSD,4GB Single Chanel,52Wh,3533
5,PCMark 8 - Creative,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB SSD,8GB,51Wh,2725
5,PCMark 8 - Creative,Sony VAIO Pro 13,Core i5-4200U,HD 4400,128GB SSD,4GB,37Wh,2343
